species,country,in_degree,out_degree,total_degree,in_strength,out_strength,total_strength,betweenness,eigen_centrality,in_degree_norm,out_degree_norm,total_degree_norm
Horses,Sri Lanka,13,16,29,36,24,60,220.68767540277267,0.049220306099948985,0.06735751295336788,0.08290155440414508,0.07512953367875648
Horses,Dominican Republic,19,8,27,72,35,107,248.93267885099806,0.13009379704313756,0.09844559585492228,0.04145077720207254,0.06994818652849741
Horses,Malta,18,9,27,71,20,91,44.16856570237126,0.14638042762918124,0.09326424870466321,0.046632124352331605,0.06994818652849741
Horses,Viet Nam,19,8,27,45,10,55,194.53705561237743,0.06887147057759571,0.09844559585492228,0.04145077720207254,0.06994818652849741
Horses,Georgia,16,10,26,41,40,81,76.46995818618406,0.059260250653446055,0.08290155440414508,0.05181347150259067,0.06735751295336788
Horses,El Salvador,16,8,24,94,60,154,11.037700412098763,0.10875523575997191,0.08290155440414508,0.04145077720207254,0.06217616580310881
Horses,Honduras,14,10,24,98,52,150,27.436672292500553,0.1243049177357024,0.07253886010362694,0.05181347150259067,0.06217616580310881
Horses,Libya,21,3,24,104,6,110,54.418374863010534,0.19204146623335705,0.10880829015544041,0.015544041450777202,0.06217616580310881
Horses,Nicaragua,17,7,24,102,68,170,30.404821949215545,0.13158440683421177,0.08808290155440414,0.03626943005181347,0.06217616580310881
Horses,Senegal,7,17,24,43,21,64,300.71055498874745,0.07152509120790075,0.03626943005181347,0.08808290155440414,0.06217616580310881
Horses,North Macedonia,15,8,23,44,14,58,96.03890202656517,0.05145187875003808,0.07772020725388601,0.04145077720207254,0.05958549222797927
Horses,Barbados,12,10,22,62,38,100,253.81501840093122,0.09412910158355679,0.06217616580310881,0.05181347150259067,0.05699481865284974
Horses,Malawi,13,9,22,39,15,54,137.33770210603373,0.031894323671591056,0.06735751295336788,0.046632124352331605,0.05699481865284974
Horses,Iraq,17,4,21,54,4,58,205.6297509980589,0.08019966606030551,0.08808290155440414,0.02072538860103627,0.054404145077720206
